Style,Color,Size,Quantity,style_n,size_n,color_n
95361-4,Snakeskin/Brown,6,29.0,95361,6,snakeskinbrown
95361-4,Snakeskin/Brown,8,63.0,95361,8,snakeskinbrown
95361-4,Snakeskin/Brown,10,95.0,95361,10,snakeskinbrown
95361-4,Snakeskin/Brown,12,96.0,95361,12,snakeskinbrown
95361-4,Snakeskin/Brown,14,64.0,95361,14,snakeskinbrown
95361-4,Snakeskin/Brown,16,30.0,95361,16,snakeskinbrown
95401 CAPRI,BLACK,S,41.0,95401 capri,S,black
95401 CAPRI,BLACK,M,24.0,95401 capri,M,black
95401 CAPRI,BLACK,L,69.0,95401 capri,L,black
95401 CAPRI,BLACK,XL,75.0,95401 capri,XL,black
95401 CAPRI,BLACK GREEN CHECK,S,8.0,95401 capri,S,blackgreencheck
95401 CAPRI,BLACK GREEN CHECK,M,49.0,95401 capri,M,blackgreencheck
95401 CAPRI,BLACK GREEN CHECK,L,51.0,95401 capri,L,blackgreencheck
95401 CAPRI,BLACK GREEN CHECK,XL,-14.0,95401 capri,XL,blackgreencheck
95401 CAPRI,BLACK WHITE,S,48.0,95401 capri,S,blackwhite
95401 CAPRI,BLACK WHITE,M,49.0,95401 capri,M,blackwhite
95401 CAPRI,BLACK WHITE,L,50.0,95401 capri,L,blackwhite
95401 CAPRI,BLACK WHITE,XL,47.0,95401 capri,XL,blackwhite
95401 CAPRI,BLACK WHITE CHECK,S,-90.0,95401 capri,S,blackwhitecheck
95401 CAPRI,BLACK WHITE CHECK,M,-103.0,95401 capri,M,blackwhitecheck
95401 CAPRI,BLACK WHITE CHECK,L,-163.0,95401 capri,L,blackwhitecheck
95401 CAPRI,BLACK WHITE CHECK,XL,-140.0,95401 capri,XL,blackwhitecheck
95401 CAPRI,BLACK WHITE GINHGAM,S,50.0,95401 capri,S,blackwhiteginhgam
95401 CAPRI,BLACK WHITE GINHGAM,M,50.0,95401 capri,M,blackwhiteginhgam
95401 CAPRI,BLACK WHITE GINHGAM,L,50.0,95401 capri,L,blackwhiteginhgam
95401 CAPRI,BLACK WHITE GINHGAM,XL,50.0,95401 capri,XL,blackwhiteginhgam
95401 CAPRI,BLACK WHITE GREY,S,100.0,95401 capri,S,blackwhitegrey
95401 CAPRI,BLACK WHITE GREY,M,100.0,95401 capri,M,blackwhitegrey
95401 CAPRI,BLACK WHITE GREY,L,200.0,95401 capri,L,blackwhitegrey
95401 CAPRI,BLACK WHITE GREY,XL,200.0,95401 capri,XL,blackwhitegrey
95401 CAPRI,BLACK WHITE GREY,S,37.0,95401 capri,S,blackwhitegrey
95401 CAPRI,BLACK WHITE GREY,M,37.0,95401 capri,M,blackwhitegrey
95401 CAPRI,BLACK WHITE GREY,L,74.0,95401 capri,L,blackwhitegrey
95401 CAPRI,BLACK WHITE GREY,XL,74.0,95401 capri,XL,blackwhitegrey
95401 CAPRI,BLUE GINHGAM,S,43.0,95401 capri,S,blueginhgam
95401 CAPRI,BLUE GINHGAM,M,44.0,95401 capri,M,blueginhgam
95401 CAPRI,BLUE GINHGAM,L,44.0,95401 capri,L,blueginhgam
95401 CAPRI,BLUE GINHGAM,XL,45.0,95401 capri,XL,blueginhgam
95401 CAPRI,DEEP NAVY/INK /NAVY,S,48.0,95401 capri,S,deepnavyinknavy
95401 CAPRI,DEEP NAVY/INK /NAVY,M,43.0,95401 capri,M,deepnavyinknavy
95401 CAPRI,DEEP NAVY/INK /NAVY,L,36.0,95401 capri,L,deepnavyinknavy
95401 CAPRI,DEEP NAVY/INK /NAVY,XL,40.0,95401 capri,XL,deepnavyinknavy
95401 CAPRI,DENIM,S,42.0,95401 capri,S,denim
95401 CAPRI,DENIM,M,38.0,95401 capri,M,denim
95401 CAPRI,DENIM,L,44.0,95401 capri,L,denim
95401 CAPRI,DENIM,XL,43.0,95401 capri,XL,denim
95401 CAPRI,FUCSHIA PURPLE,S,46.0,95401 capri,S,fucshiapure
95401 CAPRI,FUCSHIA PURPLE,M,43.0,95401 capri,M,fucshiapure
95401 CAPRI,FUCSHIA PURPLE,L,37.0,95401 capri,L,fucshiapure
95401 CAPRI,FUCSHIA PURPLE,XL,47.0,95401 capri,XL,fucshiapure
95401 CAPRI,KHAKI OFF WHITE,S,50.0,95401 capri,S,khakioffwhite
95401 CAPRI,KHAKI OFF WHITE,M,48.0,95401 capri,M,khakioffwhite
95401 CAPRI,KHAKI OFF WHITE,L,45.0,95401 capri,L,khakioffwhite
95401 CAPRI,KHAKI OFF WHITE,XL,50.0,95401 capri,XL,khakioffwhite
95401 CAPRI,MELON,S,49.0,95401 capri,S,melon
95401 CAPRI,MELON,M,48.0,95401 capri,M,melon
95401 CAPRI,MELON,L,47.0,95401 capri,L,melon
95401 CAPRI,MELON,XL,49.0,95401 capri,XL,melon
95401 CAPRI,NAVY FLAMINGO,S,49.0,95401 capri,S,navyflamingo
95401 CAPRI,NAVY FLAMINGO,M,49.0,95401 capri,M,navyflamingo
95401 CAPRI,NAVY FLAMINGO,L,48.0,95401 capri,L,navyflamingo
95401 CAPRI,NAVY FLAMINGO,XL,49.0,95401 capri,XL,navyflamingo
95401 CAPRI,NAVY WHITE GINGHAM,S,97.0,95401 capri,S,navywhitegingham
95401 CAPRI,NAVY WHITE GINGHAM,M,93.0,95401 capri,M,navywhitegingham
95401 CAPRI,NAVY WHITE GINGHAM,L,99.0,95401 capri,L,navywhitegingham
95401 CAPRI,NAVY WHITE GINGHAM,XL,96.0,95401 capri,XL,navywhitegingham
95401 CAPRI,PINK FLAMINGO,S,50.0,95401 capri,S,pinkflamingo
95401 CAPRI,PINK FLAMINGO,M,49.0,95401 capri,M,pinkflamingo
95401 CAPRI,PINK FLAMINGO,L,50.0,95401 capri,L,pinkflamingo
95401 CAPRI,PINK FLAMINGO,XL,50.0,95401 capri,XL,pinkflamingo
95401 CAPRI,PINK GINHGAM,S,45.0,95401 capri,S,pinkginhgam
95401 CAPRI,PINK GINHGAM,M,47.0,95401 capri,M,pinkginhgam
95401 CAPRI,PINK GINHGAM,L,47.0,95401 capri,L,pinkginhgam
95401 CAPRI,PINK GINHGAM,XL,48.0,95401 capri,XL,pinkginhgam
95401 CAPRI,PINK STRIPE,S,37.0,95401 capri,S,pinkstripe
95401 CAPRI,PINK STRIPE,M,33.0,95401 capri,M,pinkstripe
95401 CAPRI,PINK STRIPE,L,39.0,95401 capri,L,pinkstripe
95401 CAPRI,PINK STRIPE,XL,39.0,95401 capri,XL,pinkstripe
95401 CAPRI,PURPLE SNAKESKIN,S,49.0,95401 capri,S,puresnakeskin
95401 CAPRI,PURPLE SNAKESKIN,M,50.0,95401 capri,M,puresnakeskin
95401 CAPRI,PURPLE SNAKESKIN,L,50.0,95401 capri,L,puresnakeskin
95401 CAPRI,PURPLE SNAKESKIN,XL,49.0,95401 capri,XL,puresnakeskin
95401 CAPRI,RED GINHGAM,S,47.0,95401 capri,S,redginhgam
95401 CAPRI,RED GINHGAM,M,46.0,95401 capri,M,redginhgam
95401 CAPRI,RED GINHGAM,L,48.0,95401 capri,L,redginhgam
95401 CAPRI,RED GINHGAM,XL,46.0,95401 capri,XL,redginhgam
95401 CAPRI,SUNLIGHT,S,47.0,95401 capri,S,sunlight
95401 CAPRI,SUNLIGHT,M,47.0,95401 capri,M,sunlight
95401 CAPRI,SUNLIGHT,L,48.0,95401 capri,L,sunlight
95401 CAPRI,SUNLIGHT,XL,47.0,95401 capri,XL,sunlight
95401 CAPRI,TURQ STRIPE,S,48.0,95401 capri,S,turqstripe
95401 CAPRI,TURQ STRIPE,M,47.0,95401 capri,M,turqstripe
95401 CAPRI,TURQ STRIPE,L,48.0,95401 capri,L,turqstripe
95401 CAPRI,TURQ STRIPE,XL,44.0,95401 capri,XL,turqstripe
95401 CAPRI,WHITE,S,38.0,95401 capri,S,white
95401 CAPRI,WHITE,M,39.0,95401 capri,M,white
95401 CAPRI,WHITE,L,69.0,95401 capri,L,white
95401 CAPRI,WHITE,XL,79.0,95401 capri,XL,white
95401 CAPRI,WHITE YELLOW HOUNDSTOOTH,S,50.0,95401 capri,S,whiteyellowhoundstooth
95401 CAPRI,WHITE YELLOW HOUNDSTOOTH,M,47.0,95401 capri,M,whiteyellowhoundstooth
95401 CAPRI,WHITE YELLOW HOUNDSTOOTH,L,46.0,95401 capri,L,whiteyellowhoundstooth
95401 CAPRI,WHITE YELLOW HOUNDSTOOTH,XL,45.0,95401 capri,XL,whiteyellowhoundstooth
95401 SHORT,BLACK,S,48.0,95401 short,S,black
95401 SHORT,BLACK,M,48.0,95401 short,M,black
95401 SHORT,BLACK,L,100.0,95401 short,L,black
95401 SHORT,BLACK,XL,100.0,95401 short,XL,black
95401 SHORT,BLACK GREEN CHECK (OLIVE),S,65.0,95401 short,S,blackgreencheckolive
95401 SHORT,BLACK GREEN CHECK (OLIVE),M,99.0,95401 short,M,blackgreencheckolive
95401 SHORT,BLACK GREEN CHECK (OLIVE),L,129.0,95401 short,L,blackgreencheckolive
95401 SHORT,BLACK GREEN CHECK (OLIVE),XL,65.0,95401 short,XL,blackgreencheckolive
95401 SHORT,BLACK WHITE,S,50.0,95401 short,S,blackwhite
95401 SHORT,BLACK WHITE,M,49.0,95401 short,M,blackwhite
95401 SHORT,BLACK WHITE,L,50.0,95401 short,L,blackwhite
95401 SHORT,BLACK WHITE,XL,50.0,95401 short,XL,blackwhite
95401 SHORT,BLACK WHITE CHECK (GINHGAM),S,42.0,95401 short,S,blackwhitecheckginhgam
95401 SHORT,BLACK WHITE CHECK (GINHGAM),M,33.0,95401 short,M,blackwhitecheckginhgam
95401 SHORT,BLACK WHITE CHECK (GINHGAM),L,2.0,95401 short,L,blackwhitecheckginhgam
95401 SHORT,BLACK WHITE CHECK (GINHGAM),XL,6.0,95401 short,XL,blackwhitecheckginhgam
95401 SHORT,BLACK WHITE GINHGAM,S,50.0,95401 short,S,blackwhiteginhgam
95401 SHORT,BLACK WHITE GINHGAM,M,50.0,95401 short,M,blackwhiteginhgam
95401 SHORT,BLACK WHITE GINHGAM,L,49.0,95401 short,L,blackwhiteginhgam
95401 SHORT,BLACK WHITE GINHGAM,XL,49.0,95401 short,XL,blackwhiteginhgam
95401 SHORT,BLACK WHITE STRIPE,S,7.0,95401 short,S,blackwhitestripe
95401 SHORT,BLACK WHITE STRIPE,M,18.0,95401 short,M,blackwhitestripe
95401 SHORT,BLACK WHITE STRIPE,L,9.0,95401 short,L,blackwhitestripe
95401 SHORT,BLACK WHITE STRIPE,XL,5.0,95401 short,XL,blackwhitestripe
95401 SHORT,BLUE GINGHAM,S,45.0,95401 short,S,bluegingham
95401 SHORT,BLUE GINGHAM,M,44.0,95401 short,M,bluegingham
95401 SHORT,BLUE GINGHAM,L,39.0,95401 short,L,bluegingham
95401 SHORT,BLUE GINGHAM,XL,46.0,95401 short,XL,bluegingham
95401 SHORT,BLUE WHITE STRIPE,PS,8.0,95401 short,PS,bluewhitestripe
95401 SHORT,BLUE WHITE STRIPE,PM,50.0,95401 short,PM,bluewhitestripe
95401 SHORT,BLUE WHITE STRIPE,PL,44.0,95401 short,PL,bluewhitestripe
95401 SHORT,BLUE WHITE STRIPE,PXL,21.0,95401 short,PXL,bluewhitestripe
95401 SHORT,DEEP BLUE,S,50.0,95401 short,S,deepblue
95401 SHORT,DEEP BLUE,M,50.0,95401 short,M,deepblue
95401 SHORT,DEEP BLUE,L,49.0,95401 short,L,deepblue
95401 SHORT,DEEP BLUE,XL,50.0,95401 short,XL,deepblue
95401 SHORT,DENIM,S,49.0,95401 short,S,denim
95401 SHORT,DENIM,M,46.0,95401 short,M,denim
95401 SHORT,DENIM,L,50.0,95401 short,L,denim
95401 SHORT,DENIM,XL,49.0,95401 short,XL,denim
95401 SHORT,FUCSHIA PURPLE,S,50.0,95401 short,S,fucshiapure
95401 SHORT,FUCSHIA PURPLE,M,50.0,95401 short,M,fucshiapure
95401 SHORT,FUCSHIA PURPLE,L,50.0,95401 short,L,fucshiapure
95401 SHORT,FUCSHIA PURPLE,XL,50.0,95401 short,XL,fucshiapure
95401 SHORT,KHAKI OFF WHITE,S,26.0,95401 short,S,khakioffwhite
95401 SHORT,KHAKI OFF WHITE,M,7.0,95401 short,M,khakioffwhite
95401 SHORT,KHAKI OFF WHITE,L,15.0,95401 short,L,khakioffwhite
95401 SHORT,KHAKI OFF WHITE,XL,25.0,95401 short,XL,khakioffwhite
95401 SHORT,KHAKI WHITE STRIPE,S,-2.0,95401 short,S,khakiwhitestripe
95401 SHORT,KHAKI WHITE STRIPE,M,-2.0,95401 short,M,khakiwhitestripe
95401 SHORT,KHAKI WHITE STRIPE,L,0.0,95401 short,L,khakiwhitestripe
95401 SHORT,KHAKI WHITE STRIPE,XL,0.0,95401 short,XL,khakiwhitestripe
95401 SHORT,MELON,S,50.0,95401 short,S,melon
95401 SHORT,MELON,M,50.0,95401 short,M,melon
95401 SHORT,MELON,L,49.0,95401 short,L,melon
95401 SHORT,MELON,XL,48.0,95401 short,XL,melon
95401 SHORT,NAVY FLAMINGO,S,48.0,95401 short,S,navyflamingo
95401 SHORT,NAVY FLAMINGO,M,48.0,95401 short,M,navyflamingo
95401 SHORT,NAVY FLAMINGO,L,45.0,95401 short,L,navyflamingo
95401 SHORT,NAVY FLAMINGO,XL,50.0,95401 short,XL,navyflamingo
95401 SHORT,NAVY WHITE GINHGAM,S,99.0,95401 short,S,navywhiteginhgam
95401 SHORT,NAVY WHITE GINHGAM,M,100.0,95401 short,M,navywhiteginhgam
95401 SHORT,NAVY WHITE GINHGAM,L,99.0,95401 short,L,navywhiteginhgam
95401 SHORT,NAVY WHITE GINHGAM,XL,99.0,95401 short,XL,navywhiteginhgam
95401 SHORT,PINK FLAMINGO,S,49.0,95401 short,S,pinkflamingo
95401 SHORT,PINK FLAMINGO,M,50.0,95401 short,M,pinkflamingo
95401 SHORT,PINK FLAMINGO,L,47.0,95401 short,L,pinkflamingo
95401 SHORT,PINK FLAMINGO,XL,50.0,95401 short,XL,pinkflamingo
95401 SHORT,PINK GINGHAM,S,48.0,95401 short,S,pinkgingham
95401 SHORT,PINK GINGHAM,M,47.0,95401 short,M,pinkgingham
95401 SHORT,PINK GINGHAM,L,45.0,95401 short,L,pinkgingham
95401 SHORT,PINK GINGHAM,XL,50.0,95401 short,XL,pinkgingham
95401 SHORT,PINK STRIPE,S,49.0,95401 short,S,pinkstripe
95401 SHORT,PINK STRIPE,M,49.0,95401 short,M,pinkstripe
95401 SHORT,PINK STRIPE,L,50.0,95401 short,L,pinkstripe
95401 SHORT,PINK STRIPE,XL,49.0,95401 short,XL,pinkstripe
95401 SHORT,PURPLE SNAKESKIN,S,49.0,95401 short,S,puresnakeskin
95401 SHORT,PURPLE SNAKESKIN,M,50.0,95401 short,M,puresnakeskin
95401 SHORT,PURPLE SNAKESKIN,L,50.0,95401 short,L,puresnakeskin
95401 SHORT,PURPLE SNAKESKIN,XL,48.0,95401 short,XL,puresnakeskin
95401 SHORT,RED GINGHAM,S,48.0,95401 short,S,redgingham
95401 SHORT,RED GINGHAM,M,45.0,95401 short,M,redgingham
95401 SHORT,RED GINGHAM,L,46.0,95401 short,L,redgingham
95401 SHORT,RED GINGHAM,XL,46.0,95401 short,XL,redgingham
95401 SHORT,SUNLIGHT,S,49.0,95401 short,S,sunlight
95401 SHORT,SUNLIGHT,M,49.0,95401 short,M,sunlight
95401 SHORT,SUNLIGHT,L,48.0,95401 short,L,sunlight
95401 SHORT,SUNLIGHT,XL,50.0,95401 short,XL,sunlight
95401 SHORT,TURQ STRIPE,S,50.0,95401 short,S,turqstripe
95401 SHORT,TURQ STRIPE,M,50.0,95401 short,M,turqstripe
95401 SHORT,TURQ STRIPE,L,50.0,95401 short,L,turqstripe
95401 SHORT,TURQ STRIPE,XL,50.0,95401 short,XL,turqstripe
95401 SHORT,WHITE,S,48.0,95401 short,S,white
95401 SHORT,WHITE,M,50.0,95401 short,M,white
95401 SHORT,WHITE,L,100.0,95401 short,L,white
95401 SHORT,WHITE,XL,96.0,95401 short,XL,white
95401 SHORT,WHITE YELLOW,S,48.0,95401 short,S,whiteyellow
95401 SHORT,WHITE YELLOW,M,50.0,95401 short,M,whiteyellow
95401 SHORT,WHITE YELLOW,L,48.0,95401 short,L,whiteyellow
95401 SHORT,WHITE YELLOW,XL,50.0,95401 short,XL,whiteyellow
95445C,#3455 white,1X,1080.0,95445,1X,3455white
95445C,#3455 white,2X,720.0,95445,2X,3455white
95445C,#3455 white,3X,359.0,95445,3X,3455white
CK101/5010130,BLACK,S,42.0,5010130,S,black
CK101/5010130,BLACK,M,84.0,5010130,M,black
CK101/5010130,BLACK,L,83.0,5010130,L,black
CK101/5010130,BLACK,XL,42.0,5010130,XL,black
CK101/5010130,HEATHER GREY,S,24.0,5010130,S,heathergrey
CK101/5010130,HEATHER GREY,M,46.0,5010130,M,heathergrey
CK101/5010130,HEATHER GREY,L,20.0,5010130,L,heathergrey
CK101/5010130,HEATHER GREY,XL,0.0,5010130,XL,heathergrey
CK101/5010130,INK,S,3.0,5010130,S,ink
CK101/5010130,INK,M,21.0,5010130,M,ink
CK101/5010130,INK,L,8.0,5010130,L,ink
CK101/5010130,INK,XL,6.0,5010130,XL,ink
CK101/5010130,OLIVE,S,23.0,5010130,S,olive
CK101/5010130,OLIVE,M,45.0,5010130,M,olive
CK101/5010130,OLIVE,L,46.0,5010130,L,olive
CK101/5010130,OLIVE,XL,13.0,5010130,XL,olive
CK101/5010130,Wine,S,19.0,5010130,S,wine
CK101/5010130,Wine,M,46.0,5010130,M,wine
CK101/5010130,Wine,L,40.0,5010130,L,wine
CK101/5010130,Wine,XL,0.0,5010130,XL,wine
ER100,BLUE,S,97.0,100,S,blue
ER100,BLUE,M,72.0,100,M,blue
ER100,BLUE,L,86.0,100,L,blue
ER100,BLUE,XL,86.0,100,XL,blue
ER100,RED,S,101.0,100,S,red
ER100,RED,M,66.0,100,M,red
ER100,RED,L,74.0,100,L,red
ER100,RED,XL,68.0,100,XL,red
ER100,WHITE,S,61.0,100,S,white
ER100,WHITE,M,38.0,100,M,white
ER100,WHITE,L,49.0,100,L,white
ER100,WHITE,XL,49.0,100,XL,white
ER999,BLUE,1X,19.0,999,1X,blue
ER999,BLUE,2X,1.0,999,2X,blue
ER999,BLUE,3X,-4.0,999,3X,blue
ER999,RED,1X,12.0,999,1X,red
ER999,RED,2X,-3.0,999,2X,red
ER999,RED,3X,4.0,999,3X,red
ER999,WHITE,1X,7.0,999,1X,white
ER999,WHITE,2X,-5.0,999,2X,white
ER999,WHITE,3X,-14.0,999,3X,white
ER999,Winter White,1X,0.0,999,1X,winterwhite
ER999,Winter White,2X,0.0,999,2X,winterwhite
ER999,Winter White,3X,0.0,999,3X,winterwhite
LT366,LIME GREEN,2,31.0,366,2,limegreen
LT366,LIME GREEN,4,-61.0,366,4,limegreen
LT366,LIME GREEN,6,-187.0,366,6,limegreen
LT366,LIME GREEN,8,-232.0,366,8,limegreen
LT366,LIME GREEN,10,-367.0,366,10,limegreen
LT366,LIME GREEN,12,-303.0,366,12,limegreen
LT366,LIME GREEN,14,-390.0,366,14,limegreen
LT366,LIME GREEN,16,-159.0,366,16,limegreen
M017-MISSY,AUBARGINE coating,S,151.0,17,S,aubarginecoating
M017-MISSY,AUBARGINE coating,M,293.0,17,M,aubarginecoating
M017-MISSY,AUBARGINE coating,L,294.0,17,L,aubarginecoating
M017-MISSY,AUBARGINE coating,XL,147.0,17,XL,aubarginecoating
M017-MISSY,BLACK #181677 solid,S,201.0,17,S,black181677solid
M017-MISSY,BLACK #181677 solid,M,401.0,17,M,black181677solid
M017-MISSY,BLACK #181677 solid,L,399.0,17,L,black181677solid
M017-MISSY,BLACK #181677 solid,XL,196.0,17,XL,black181677solid
M017-MISSY,BLACK coating,S,73.0,17,S,blackcoating
M017-MISSY,BLACK coating,M,62.0,17,M,blackcoating
M017-MISSY,BLACK coating,L,48.0,17,L,blackcoating
M017-MISSY,BLACK coating,XL,48.0,17,XL,blackcoating
M017-MISSY,CHOCOLATE coating,S,55.0,17,S,chocolatecoating
M017-MISSY,CHOCOLATE coating,M,114.0,17,M,chocolatecoating
M017-MISSY,CHOCOLATE coating,L,121.0,17,L,chocolatecoating
M017-MISSY,CHOCOLATE coating,XL,47.0,17,XL,chocolatecoating
M017-MISSY,COGNAC coating,S,144.0,17,S,cognaccoating
M017-MISSY,COGNAC coating,M,298.0,17,M,cognaccoating
M017-MISSY,COGNAC coating,L,294.0,17,L,cognaccoating
M017-MISSY,COGNAC coating,XL,149.0,17,XL,cognaccoating
M017-MISSY,DEEP BLUE #3455 slub,S,96.0,17,S,deepblue3455slub
M017-MISSY,DEEP BLUE #3455 slub,M,192.0,17,M,deepblue3455slub
M017-MISSY,DEEP BLUE #3455 slub,L,192.0,17,L,deepblue3455slub
M017-MISSY,DEEP BLUE #3455 slub,XL,96.0,17,XL,deepblue3455slub
M017-MISSY,FUSCHIA #3455 slub,S,96.0,17,S,fuschia3455slub
M017-MISSY,FUSCHIA #3455 slub,M,192.0,17,M,fuschia3455slub
M017-MISSY,FUSCHIA #3455 slub,L,192.0,17,L,fuschia3455slub
M017-MISSY,FUSCHIA #3455 slub,XL,96.0,17,XL,fuschia3455slub
M017-MISSY,KHAKI #3455 slub,S,88.0,17,S,khaki3455slub
M017-MISSY,KHAKI #3455 slub,M,176.0,17,M,khaki3455slub
M017-MISSY,KHAKI #3455 slub,L,176.0,17,L,khaki3455slub
M017-MISSY,KHAKI #3455 slub,XL,88.0,17,XL,khaki3455slub
M017-MISSY,MOONSTONE coating,S,84.0,17,S,moonstonecoating
M017-MISSY,MOONSTONE coating,M,73.0,17,M,moonstonecoating
M017-MISSY,MOONSTONE coating,L,85.0,17,L,moonstonecoating
M017-MISSY,MOONSTONE coating,XL,71.0,17,XL,moonstonecoating
M017-MISSY,Ponte Print-FY213388-#2 Olive/Grey/Black Camoflage,S,105.0,17,S,ponteprintfy2133882olivegreyblackcamoflage
M017-MISSY,Ponte Print-FY213388-#2 Olive/Grey/Black Camoflage,M,207.0,17,M,ponteprintfy2133882olivegreyblackcamoflage
M017-MISSY,Ponte Print-FY213388-#2 Olive/Grey/Black Camoflage,L,208.0,17,L,ponteprintfy2133882olivegreyblackcamoflage
M017-MISSY,Ponte Print-FY213388-#2 Olive/Grey/Black Camoflage,XL,104.0,17,XL,ponteprintfy2133882olivegreyblackcamoflage
M017-MISSY,Ponte Print-FY213388-#35 Grey/Black Camoflage,S,107.0,17,S,ponteprintfy21338835greyblackcamoflage
M017-MISSY,Ponte Print-FY213388-#35 Grey/Black Camoflage,M,212.0,17,M,ponteprintfy21338835greyblackcamoflage
M017-MISSY,Ponte Print-FY213388-#35 Grey/Black Camoflage,L,212.0,17,L,ponteprintfy21338835greyblackcamoflage
M017-MISSY,Ponte Print-FY213388-#35 Grey/Black Camoflage,XL,104.0,17,XL,ponteprintfy21338835greyblackcamoflage
M017-MISSY,SILVER #3455 slub,S,83.0,17,S,silver3455slub
M017-MISSY,SILVER #3455 slub,M,166.0,17,M,silver3455slub
M017-MISSY,SILVER #3455 slub,L,171.0,17,L,silver3455slub
M017-MISSY,SILVER #3455 slub,XL,76.0,17,XL,silver3455slub
M017-MISSY,WALNUT coating,S,90.0,17,S,walnutcoating
M017-MISSY,WALNUT coating,M,81.0,17,M,walnutcoating
M017-MISSY,WALNUT coating,L,81.0,17,L,walnutcoating
M017-MISSY,WALNUT coating,XL,80.0,17,XL,walnutcoating
M017-MISSY,WHITE #3455 slub,S,379.0,17,S,white3455slub
M017-MISSY,WHITE #3455 slub,M,767.0,17,M,white3455slub
M017-MISSY,WHITE #3455 slub,L,769.0,17,L,white3455slub
M017-MISSY,WHITE #3455 slub,XL,360.0,17,XL,white3455slub
M017-MISSY,WHITE ON WHITE coating,S,85.0,17,S,whiteonwhitecoating
M017-MISSY,WHITE ON WHITE coating,M,83.0,17,M,whiteonwhitecoating
M017-MISSY,WHITE ON WHITE coating,L,80.0,17,L,whiteonwhitecoating
M017-MISSY,WHITE ON WHITE coating,XL,82.0,17,XL,whiteonwhitecoating
M017-MISSY,WINE ON WINE coating,S,88.0,17,S,wineonwinecoating
M017-MISSY,WINE ON WINE coating,M,86.0,17,M,wineonwinecoating
M017-MISSY,WINE ON WINE coating,L,87.0,17,L,wineonwinecoating
M017-MISSY,WINE ON WINE coating,XL,85.0,17,XL,wineonwinecoating
M022 Missy,BLACK,S,127.0,22,S,black
M022 Missy,BLACK,M,101.0,22,M,black
M022 Missy,BLACK,L,85.0,22,L,black
M022 Missy,BLACK,XL,87.0,22,XL,black
M022 Missy,DENIM,S,112.0,22,S,denim
M022 Missy,DENIM,M,90.0,22,M,denim
M022 Missy,DENIM,L,67.0,22,L,denim
M022 Missy,DENIM,XL,71.0,22,XL,denim
M022 Missy,FLAMINGO,S,100.0,22,S,flamingo
M022 Missy,FLAMINGO,M,100.0,22,M,flamingo
M022 Missy,FLAMINGO,L,100.0,22,L,flamingo
M022 Missy,FLAMINGO,XL,100.0,22,XL,flamingo
M022 Missy,JL LIME,S,100.0,22,S,jllime
M022 Missy,JL LIME,M,100.0,22,M,jllime
M022 Missy,JL LIME,L,100.0,22,L,jllime
M022 Missy,JL LIME,XL,100.0,22,XL,jllime
M022 Missy,JL SAGE,S,100.0,22,S,jlsage
M022 Missy,JL SAGE,M,100.0,22,M,jlsage
M022 Missy,JL SAGE,L,100.0,22,L,jlsage
M022 Missy,JL SAGE,XL,100.0,22,XL,jlsage
M022 Missy,KHAKI,S,41.0,22,S,khaki
M022 Missy,KHAKI,M,36.0,22,M,khaki
M022 Missy,KHAKI,L,22.0,22,L,khaki
M022 Missy,KHAKI,XL,20.0,22,XL,khaki
M022 Missy,MYCONOS,S,100.0,22,S,myconos
M022 Missy,MYCONOS,M,100.0,22,M,myconos
M022 Missy,MYCONOS,L,100.0,22,L,myconos
M022 Missy,MYCONOS,XL,100.0,22,XL,myconos
M022 Missy,NAVY,S,29.0,22,S,navy
M022 Missy,NAVY,M,18.0,22,M,navy
M022 Missy,NAVY,L,-1.0,22,L,navy
M022 Missy,NAVY,XL,-18.0,22,XL,navy
M022 Missy,RED,S,117.0,22,S,red
M022 Missy,RED,L,85.0,22,L,red
M022 Missy,RED,XL,105.0,22,XL,red
M022 Missy,RED,M,95.0,22,M,red
M022 Missy,WHITE,S,106.0,22,S,white
M022 Missy,WHITE,M,79.0,22,M,white
M022 Missy,WHITE,L,21.0,22,L,white
M022 Missy,WHITE,XL,33.0,22,XL,white
M022 Petite,BLACK,PS,38.0,22,PS,black
M022 Petite,BLACK,PM,14.0,22,PM,black
M022 Petite,BLACK,PL,21.0,22,PL,black
M022 Petite,BLACK,PXL,25.0,22,PXL,black
M022 Petite,DENIM,PS,43.0,22,PS,denim
M022 Petite,DENIM,PM,23.0,22,PM,denim
M022 Petite,DENIM,PL,29.0,22,PL,denim
M022 Petite,DENIM,PXL,29.0,22,PXL,denim
M022 Petite,KHAKI,PS,31.0,22,PS,khaki
M022 Petite,KHAKI,PM,3.0,22,PM,khaki
M022 Petite,KHAKI,PL,-4.0,22,PL,khaki
M022 Petite,KHAKI,PXL,-6.0,22,PXL,khaki
M022 Petite,NAVY,PS,39.0,22,PS,navy
M022 Petite,NAVY,PM,29.0,22,PM,navy
M022 Petite,NAVY,PL,21.0,22,PL,navy
M022 Petite,NAVY,PXL,36.0,22,PXL,navy
M022 Petite,RED,PS,43.0,22,PS,red
M022 Petite,RED,PM,37.0,22,PM,red
M022 Petite,RED,PL,26.0,22,PL,red
M022 Petite,RED,PXL,36.0,22,PXL,red
M022 Petite,WHITE,PS,33.0,22,PS,white
M022 Petite,WHITE,PM,26.0,22,PM,white
M022 Petite,WHITE,PL,4.0,22,PL,white
